"産業小分類，従業者規模","総数_事業所数","総数_従業者数(注)","総数_従業者数(注)_男","総数_従業者数(注)_女","総数_従業者数(注)_うち常用雇用者(注)","総数_従業者数(注)_うち常用雇用者(注)_男","総数_従業者数(注)_うち常用雇用者(注)_女","個人_事業所数","個人_従業者数(注)","個人_従業者数(注)_男","個人_従業者数(注)_女","個人_従業者数(注)_うち常用雇用者(注)","個人_従業者数(注)_うち常用雇用者(注)_男","個人_従業者数(注)_うち常用雇用者(注)_女","法人_事業所数","法人_従業者数(注)","法人_従業者数(注)_男","法人_従業者数(注)_女","法人_従業者数(注)_うち常用雇用者(注)","法人_従業者数(注)_うち常用雇用者(注)_男","法人_従業者数(注)_うち常用雇用者(注)_女","法人_会社_事業所数","法人_会社_従業者数(注)","法人_会社_従業者数(注)_男","法人_会社_従業者数(注)_女","法人_会社_従業者数(注)_うち常用雇用者(注)","法人_会社_従業者数(注)_うち常用雇用者(注)_男","法人_会社_従業者数(注)_うち常用雇用者(注)_女","法人_会社以外の法人_事業所数","法人_会社以外の法人_従業者数(注)","法人_会社以外の法人_従業者数(注)_男","法人_会社以外の法人_従業者数(注)_女","法人_会社以外の法人_従業者数(注)_うち常用雇用者(注)","法人_会社以外の法人_従業者数(注)_うち常用雇用者(注)_男","法人_会社以外の法人_従業者数(注)_うち常用雇用者(注)_女","法人でない団体_事業所数","法人でない団体_従業者数(注)","法人でない団体_従業者数(注)_男","法人でない団体_従業者数(注)_女","法人でない団体_従業者数(注)_うち常用雇用者(注)","法人でない団体_従業者数(注)_うち常用雇用者(注)_男","法人でない団体_従業者数(注)_うち常用雇用者(注)_女"
"　E 製造業_　24 金属製品製造業_　240 管理，補助的経済活動を行う事業所_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　240 管理，補助的経済活動を行う事業所_10～19人","1.0","10.0","8.0","2.0","10.0","8.0","2.0","-","-","-","-","-","-","-","1.0","10.0","8.0","2.0","10.0","8.0","2.0","1.0","10.0","8.0","2.0","10.0","8.0","2.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　240 管理，補助的経済活動を行う事業所_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　240 管理，補助的経済活動を行う事業所_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　240 管理，補助的経済活動を行う事業所_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　240 管理，補助的経済活動を行う事業所_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　240 管理，補助的経済活動を行う事業所_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　240 管理，補助的経済活動を行う事業所_(再掲)5人以下","4.0","5.0","4.0","1.0","2.0","2.0","-","-","-","-","-","-","-","-","4.0","5.0","4.0","1.0","2.0","2.0","-","4.0","5.0","4.0","1.0","2.0","2.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　240 管理，補助的経済活動を行う事業所_(再掲)20人以下","5.0","15.0","12.0","3.0","12.0","10.0","2.0","-","-","-","-","-","-","-","5.0","15.0","12.0","3.0","12.0","10.0","2.0","5.0","15.0","12.0","3.0","12.0","10.0","2.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　241 ブリキ缶・その他のめっき板等製品製造業","2.0","89.0","72.0","17.0","81.0","65.0","16.0","1.0","13.0","9.0","4.0","11.0","8.0","3.0","1.0","76.0","63.0","13.0","70.0","57.0","13.0","1.0","76.0","63.0","13.0","70.0","57.0","13.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　241 ブリキ缶・その他のめっき板等製品製造業_1～4人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　241 ブリキ缶・その他のめっき板等製品製造業_5～9人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　241 ブリキ缶・その他のめっき板等製品製造業_10～19人","1.0","13.0","9.0","4.0","11.0","8.0","3.0","1.0","13.0","9.0","4.0","11.0","8.0","3.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　241 ブリキ缶・その他のめっき板等製品製造業_20～29人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　241 ブリキ缶・その他のめっき板等製品製造業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　241 ブリキ缶・その他のめっき板等製品製造業_50～99人","1.0","76.0","63.0","13.0","70.0","57.0","13.0","-","-","-","-","-","-","-","1.0","76.0","63.0","13.0","70.0","57.0","13.0","1.0","76.0","63.0","13.0","70.0","57.0","13.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　241 ブリキ缶・その他のめっき板等製品製造業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　241 ブリキ缶・その他のめっき板等製品製造業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　241 ブリキ缶・その他のめっき板等製品製造業_(再掲)5人以下","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　241 ブリキ缶・その他のめっき板等製品製造業_(再掲)20人以下","1.0","13.0","9.0","4.0","11.0","8.0","3.0","1.0","13.0","9.0","4.0","11.0","8.0","3.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　242 洋食器・刃物・手道具・金物類製造業","28.0","126.0","86.0","40.0","92.0","58.0","34.0","18.0","41.0","28.0","13.0","18.0","8.0","10.0","10.0","85.0","58.0","27.0","74.0","50.0","24.0","10.0","85.0","58.0","27.0","74.0","50.0","24.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　242 洋食器・刃物・手道具・金物類製造業_1～4人","21.0","44.0","31.0","13.0","22.0","11.0","11.0","17.0","34.0","26.0","8.0","14.0","8.0","6.0","4.0","10.0","5.0","5.0","8.0","3.0","5.0","4.0","10.0","5.0","5.0","8.0","3.0","5.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　242 洋食器・刃物・手道具・金物類製造業_5～9人","4.0","29.0","17.0","12.0","22.0","12.0","10.0","1.0","7.0","2.0","5.0","4.0","-","4.0","3.0","22.0","15.0","7.0","18.0","12.0","6.0","3.0","22.0","15.0","7.0","18.0","12.0","6.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　242 洋食器・刃物・手道具・金物類製造業_10～19人","2.0","29.0","23.0","6.0","26.0","21.0","5.0","-","-","-","-","-","-","-","2.0","29.0","23.0","6.0","26.0","21.0","5.0","2.0","29.0","23.0","6.0","26.0","21.0","5.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　242 洋食器・刃物・手道具・金物類製造業_20～29人","1.0","24.0","15.0","9.0","22.0","14.0","8.0","-","-","-","-","-","-","-","1.0","24.0","15.0","9.0","22.0","14.0","8.0","1.0","24.0","15.0","9.0","22.0","14.0","8.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　242 洋食器・刃物・手道具・金物類製造業_30～49人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　242 洋食器・刃物・手道具・金物類製造業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　242 洋食器・刃物・手道具・金物類製造業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　242 洋食器・刃物・手道具・金物類製造業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　242 洋食器・刃物・手道具・金物類製造業_(再掲)5人以下","21.0","44.0","31.0","13.0","22.0","11.0","11.0","17.0","34.0","26.0","8.0","14.0","8.0","6.0","4.0","10.0","5.0","5.0","8.0","3.0","5.0","4.0","10.0","5.0","5.0","8.0","3.0","5.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　242 洋食器・刃物・手道具・金物類製造業_(再掲)20人以下","27.0","102.0","71.0","31.0","70.0","44.0","26.0","18.0","41.0","28.0","13.0","18.0","8.0","10.0","9.0","61.0","43.0","18.0","52.0","36.0","16.0","9.0","61.0","43.0","18.0","52.0","36.0","16.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　243 暖房装置・配管工事用附属品製造業","12.0","139.0","102.0","37.0","122.0","91.0","31.0","2.0","6.0","4.0","2.0","3.0","2.0","1.0","10.0","133.0","98.0","35.0","119.0","89.0","30.0","10.0","133.0","98.0","35.0","119.0","89.0","30.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　243 暖房装置・配管工事用附属品製造業_1～4人","2.0","6.0","4.0","2.0","3.0","2.0","1.0","2.0","6.0","4.0","2.0","3.0","2.0","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　243 暖房装置・配管工事用附属品製造業_5～9人","6.0","44.0","35.0","9.0","35.0","30.0","5.0","-","-","-","-","-","-","-","6.0","44.0","35.0","9.0","35.0","30.0","5.0","6.0","44.0","35.0","9.0","35.0","30.0","5.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　243 暖房装置・配管工事用附属品製造業_10～19人","2.0","31.0","18.0","13.0","31.0","18.0","13.0","-","-","-","-","-","-","-","2.0","31.0","18.0","13.0","31.0","18.0","13.0","2.0","31.0","18.0","13.0","31.0","18.0","13.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　243 暖房装置・配管工事用附属品製造業_20～29人","1.0","24.0","14.0","10.0","20.0","11.0","9.0","-","-","-","-","-","-","-","1.0","24.0","14.0","10.0","20.0","11.0","9.0","1.0","24.0","14.0","10.0","20.0","11.0","9.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　243 暖房装置・配管工事用附属品製造業_30～49人","1.0","34.0","31.0","3.0","33.0","30.0","3.0","-","-","-","-","-","-","-","1.0","34.0","31.0","3.0","33.0","30.0","3.0","1.0","34.0","31.0","3.0","33.0","30.0","3.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　243 暖房装置・配管工事用附属品製造業_50～99人","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　243 暖房装置・配管工事用附属品製造業_100人以上","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　243 暖房装置・配管工事用附属品製造業_出向・派遣従業者のみ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　243 暖房装置・配管工事用附属品製造業_(再掲)5人以下","2.0","6.0","4.0","2.0","3.0","2.0","1.0","2.0","6.0","4.0","2.0","3.0","2.0","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　243 暖房装置・配管工事用附属品製造業_(再掲)20人以下","10.0","81.0","57.0","24.0","69.0","50.0","19.0","2.0","6.0","4.0","2.0","3.0","2.0","1.0","8.0","75.0","53.0","22.0","66.0","48.0","18.0","8.0","75.0","53.0","22.0","66.0","48.0","18.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　244 建設用・建築用金属製品製造業(製缶板金業を含む)","201.0","2701.0","2367.0","334.0","2340.0","2099.0","241.0","72.0","270.0","225.0","45.0","163.0","135.0","28.0","129.0","2431.0","2142.0","289.0","2177.0","1964.0","213.0","126.0","2390.0","2102.0","288.0","2139.0","1927.0","212.0","3.0","41.0","40.0","1.0","38.0","37.0","1.0","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　244 建設用・建築用金属製品製造業(製缶板金業を含む)_1～4人","89.0","230.0","174.0","56.0","102.0","76.0","26.0","52.0","121.0","97.0","24.0","48.0","35.0","13.0","37.0","109.0","77.0","32.0","54.0","41.0","13.0","36.0","107.0","75.0","32.0","52.0","39.0","13.0","1.0","2.0","2.0","-","2.0","2.0","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　244 建設用・建築用金属製品製造業(製缶板金業を含む)_5～9人","46.0","314.0","251.0","63.0","222.0","186.0","36.0","15.0","96.0","79.0","17.0","71.0","59.0","12.0","31.0","218.0","172.0","46.0","151.0","127.0","24.0","31.0","218.0","172.0","46.0","151.0","127.0","24.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　244 建設用・建築用金属製品製造業(製缶板金業を含む)_10～19人","38.0","463.0","376.0","87.0","373.0","312.0","61.0","5.0","53.0","49.0","4.0","44.0","41.0","3.0","33.0","410.0","327.0","83.0","329.0","271.0","58.0","33.0","410.0","327.0","83.0","329.0","271.0","58.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　244 建設用・建築用金属製品製造業(製缶板金業を含む)_20～29人","7.0","174.0","148.0","26.0","161.0","140.0","21.0","-","-","-","-","-","-","-","7.0","174.0","148.0","26.0","161.0","140.0","21.0","7.0","174.0","148.0","26.0","161.0","140.0","21.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　244 建設用・建築用金属製品製造業(製缶板金業を含む)_30～49人","8.0","320.0","282.0","38.0","307.0","271.0","36.0","-","-","-","-","-","-","-","8.0","320.0","282.0","38.0","307.0","271.0","36.0","7.0","281.0","244.0","37.0","271.0","236.0","35.0","1.0","39.0","38.0","1.0","36.0","35.0","1.0","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　244 建設用・建築用金属製品製造業(製缶板金業を含む)_50～99人","7.0","434.0","388.0","46.0","414.0","371.0","43.0","-","-","-","-","-","-","-","7.0","434.0","388.0","46.0","414.0","371.0","43.0","7.0","434.0","388.0","46.0","414.0","371.0","43.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　244 建設用・建築用金属製品製造業(製缶板金業を含む)_100人以上","5.0","766.0","748.0","18.0","761.0","743.0","18.0","-","-","-","-","-","-","-","5.0","766.0","748.0","18.0","761.0","743.0","18.0","5.0","766.0","748.0","18.0","761.0","743.0","18.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　244 建設用・建築用金属製品製造業(製缶板金業を含む)_出向・派遣従業者のみ","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　244 建設用・建築用金属製品製造業(製缶板金業を含む)_(再掲)5人以下","100.0","285.0","217.0","68.0","137.0","105.0","32.0","56.0","141.0","116.0","25.0","63.0","50.0","13.0","44.0","144.0","101.0","43.0","74.0","55.0","19.0","43.0","142.0","99.0","43.0","72.0","53.0","19.0","1.0","2.0","2.0","-","2.0","2.0","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　244 建設用・建築用金属製品製造業(製缶板金業を含む)_(再掲)20人以下","173.0","1007.0","801.0","206.0","697.0","574.0","123.0","72.0","270.0","225.0","45.0","163.0","135.0","28.0","101.0","737.0","576.0","161.0","534.0","439.0","95.0","100.0","735.0","574.0","161.0","532.0","437.0","95.0","1.0","2.0","2.0","-","2.0","2.0","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　245 金属素形材製品製造業","19.0","590.0","439.0","151.0","542.0","407.0","135.0","6.0","26.0","12.0","14.0","10.0","3.0","7.0","13.0","564.0","427.0","137.0","532.0","404.0","128.0","13.0","564.0","427.0","137.0","532.0","404.0","128.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　245 金属素形材製品製造業_1～4人","5.0","14.0","6.0","8.0","3.0","-","3.0","4.0","12.0","5.0","7.0","3.0","-","3.0","1.0","2.0","1.0","1.0","-","-","-","1.0","2.0","1.0","1.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　245 金属素形材製品製造業_5～9人","4.0","28.0","11.0","17.0","17.0","4.0","13.0","2.0","14.0","7.0","7.0","7.0","3.0","4.0","2.0","14.0","4.0","10.0","10.0","1.0","9.0","2.0","14.0","4.0","10.0","10.0","1.0","9.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　245 金属素形材製品製造業_10～19人","1.0","19.0","19.0","-","19.0","19.0","-","-","-","-","-","-","-","-","1.0","19.0","19.0","-","19.0","19.0","-","1.0","19.0","19.0","-","19.0","19.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"　E 製造業_　24 金属製品製造業_　245 金属素形材製品製造業_20～29人","3.0","74.0","52.0","22.0","63.0","45.0","18.0","-","-","-","-","-","-","-","3.0","74.0","52.0","22.0","63.0","45.0","18.0","3.0","74.0","52.0","22.0","63.0","45.0","18.0","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
